,code,symbol,issuer,fund_manager,fund_type,establishment_date,listed_date,stop_date,de_listed_date,benchmark
620,723,建信添利C,建信基金管理有限责任公司,朱建华 ,Bond,2014-09-01,2014-09-01,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
621,724,大成添利宝A,大成基金管理有限公司,陈会荣 ,Money,2014-07-28,2014-07-28,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
622,725,大成添利宝B,大成基金管理有限公司,陈会荣 ,Money,2014-07-28,2014-07-28,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
623,726,大成添利宝E,大成基金管理有限公司,陈会荣 ,Money,2014-07-28,2014-07-28,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
624,727,融通健康,融通基金管理有限公司,万民远 ,Hybrid,2014-12-25,2014-12-25,0000-00-00,0000-00-00,70.0％×申银万国指数-医药生物+30.0％×中债-综合指数-全价指数
625,728,工银目标一年C,工银瑞信基金管理有限公司,李娜 ,Bond,2014-08-12,2014-08-12,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加1%
626,729,建信中小盘,建信基金管理有限责任公司,许杰 ,Stock,2014-08-20,2014-08-20,0000-00-00,0000-00-00,85.0％×中证小盘500指数+15.0％×中债-综合指数-全价指数
627,730,博时现金宝A,博时基金管理有限公司,倪玉娟 ,Money,2014-09-18,2014-09-18,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
628,732,中原货币A,太平基金管理有限公司,,Money,2014-09-11,2014-09-11,2015-10-12,2015-10-12,100.0％×七天通知存款利率(税后)
629,733,中原货币B,太平基金管理有限公司,,Money,2014-09-11,2014-09-11,2015-10-12,2015-10-12,100.0％×七天通知存款利率(税后)
630,734,博时天天增利A,博时基金管理有限公司,鲁邦旺 ,Money,2014-08-25,2014-08-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
631,735,博时天天增利B,博时基金管理有限公司,鲁邦旺 ,Money,2014-08-25,2014-08-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
632,736,诺安聚利A,诺安基金管理有限公司,谢志华 ,Bond,2014-11-13,2014-11-13,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
633,737,诺安聚利C,诺安基金管理有限公司,谢志华 ,Bond,2014-11-13,2014-11-13,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
634,738,中信建投货币A,中信建投基金管理有限公司,黄海浩 ,Money,2014-08-05,2014-08-05,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
635,739,平安新鑫A,平安基金管理有限公司,刘俊廷 张晓泉 ,Hybrid,2015-01-29,2015-01-29,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
636,740,兴银货币B,兴银基金管理有限责任公司,傅峤钰 李文程 ,Money,2014-08-27,2014-08-27,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
637,741,兴银货币A,兴银基金管理有限责任公司,傅峤钰 李文程 ,Money,2014-08-27,2014-08-27,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
638,742,国泰新经济,国泰基金管理有限公司,彭凌志 ,Hybrid,2014-09-16,2014-09-16,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证综合债券指数
639,743,红塔盛世,红塔红土基金管理有限公司,陈纪靖 ,Hybrid,2014-09-18,2014-09-18,0000-00-00,0000-00-00,45.0％×中债-总指数+55.0％×沪深300指数
640,744,北信稳债A,北信瑞丰基金管理有限公司,辇大吉 ,Bond,2014-08-27,2014-08-27,0000-00-00,0000-00-00,100.0％×中债-信用债总指数
641,745,北信稳债C,北信瑞丰基金管理有限公司,辇大吉 ,Bond,2014-08-27,2014-08-27,0000-00-00,0000-00-00,100.0％×中债-信用债总指数
642,746,招商行业,招商基金管理有限公司,贾成东 ,Stock,2014-09-03,2014-09-03,0000-00-00,0000-00-00,80.0％×沪深300指数+20.0％×中证全债指数
643,747,广发逆向,广发基金管理有限公司,程琨 ,Hybrid,2014-09-04,2014-09-04,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
644,748,广发活期宝A,广发基金管理有限公司,任爽 温秀娟 ,Money,2014-08-28,2014-08-28,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
645,749,国金鑫安保本,国金基金管理有限公司,,Other,2014-08-27,2014-08-27,2017-11-15,2017-11-15,100.0％×一年定期存款利率(税后)
646,750,安信现金增利A,安信基金管理有限责任公司,任凭 肖芳芳 杨凯玮 ,Money,2014-11-24,2014-11-24,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
647,751,嘉实产业,嘉实基金管理有限公司,归凯 ,Stock,2014-09-17,2014-09-17,0000-00-00,0000-00-00,5.0％×中债-总指数+95.0％×中证新兴产业指数
648,752,博时信用债,博时基金管理有限公司,,Bond,2014-09-15,2014-09-15,2018-01-23,2018-01-23,10.0％×活期存款利率(税后)+90.0％×中债-企业债总指数
649,753,华宝量化A,华宝基金管理有限公司,徐林明 ,Hybrid,2014-09-17,2014-09-17,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)
650,754,华宝量化C,华宝基金管理有限公司,徐林明 ,Hybrid,2014-09-17,2014-09-17,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)
651,755,富安达新兴,富安达基金管理有限公司,孙绍冰 ,Hybrid,2014-09-11,2014-09-11,0000-00-00,0000-00-00,40.0％×中债-总指数+60.0％×中证新兴产业指数
652,756,建信新蓝筹,建信基金管理有限责任公司,许杰 ,Stock,2014-09-10,2014-09-10,0000-00-00,0000-00-00,15.0％×中债-总指数+85.0％×沪深300指数
653,757,华富城市,华富基金管理有限公司,高靖瑜 龚炜 ,Hybrid,2014-10-31,2014-10-31,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
654,758,招商招钱宝C,招商基金管理有限公司,向霈 ,Money,2014-08-29,2014-08-29,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
655,759,平安财富宝,平安基金管理有限公司,周琛 ,Money,2014-08-21,2014-08-21,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
656,760,工银财富A,工银瑞信基金管理有限公司,姚璐伟 ,Money,2015-06-19,2015-06-19,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
657,761,国富健康,国海富兰克林基金管理有限公司,王晓宁 ,Stock,2014-09-23,2014-09-23,0000-00-00,0000-00-00,85.0％×沪深300指数+15.0％×中债-国债总指数-全价指数
658,762,汇添富绝对收益,汇添富基金管理股份有限公司,顾耀强 吴江宏 ,Hybrid,2017-03-15,2017-03-15,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)
659,763,工银新财富,工银瑞信基金管理有限公司,李昱 欧阳凯 魏欣 ,Hybrid,2014-09-19,2014-09-19,0000-00-00,0000-00-00,55.0％×沪深300指数+45.0％×中债-综合指数
660,764,万家货币E,万家基金管理有限公司,陈佳昀 ,Money,2014-08-22,2014-08-22,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
661,765,上投岁岁盈B,上投摩根基金管理有限公司,,Bond,2014-08-28,2014-08-28,2018-11-09,2018-11-09,100.0％×一年定期存款利率(税后)加0.5%
662,766,上投岁岁盈D,上投摩根基金管理有限公司,,Bond,2014-08-28,2014-08-28,2018-11-09,2018-11-09,100.0％×一年定期存款利率(税后)加0.5%
663,767,华富国泰,华富基金管理有限公司,龚炜 张亮 ,Hybrid,2015-02-04,2015-02-04,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数
664,768,长城久盈,长城基金管理有限公司,,Bond,2019-01-23,2019-01-23,2019-04-26,2019-04-26,100.0％×中债-综合指数-全价指数
665,769,长城久盈A,长城基金管理有限公司,,Bond,2014-10-28,2014-10-28,2019-01-23,2019-01-23,100.0％×中债-综合指数-全价指数
666,770,长城久盈B,长城基金管理有限公司,,Bond,2014-10-28,2014-10-28,2019-01-23,2019-01-23,100.0％×中债-综合指数-全价指数
667,771,诺安聚鑫宝A,诺安基金管理有限公司,谢志华 ,Money,2014-09-01,2014-09-01,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
668,772,景顺回报,景顺长城基金管理有限公司,刘晓明 ,Hybrid,2014-11-06,2014-11-06,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加3%
669,773,万家现金宝A,万家基金管理有限公司,陈佳昀 侯慧娣 ,Money,2014-09-23,2014-09-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
670,774,天弘瑞利,天弘基金管理有限公司,,Bond,2015-01-20,2015-01-20,2018-01-23,2018-01-23,100.0％×中债-综合指数
671,775,天弘瑞利A,天弘基金管理有限公司,,Bond,2015-01-20,2015-01-20,2018-01-23,2018-01-23,100.0％×中债-综合指数
672,776,天弘瑞利B,天弘基金管理有限公司,,Bond,2015-01-20,2015-01-20,2018-01-23,2018-01-23,100.0％×中债-综合指数
673,778,鹏华制造,鹏华基金管理有限公司,袁航 ,Stock,2014-11-04,2014-11-04,0000-00-00,0000-00-00,20.0％×中证综合债券指数+80.0％×中证装备产业指数
674,779,诺安聚鑫宝B,诺安基金管理有限公司,谢志华 ,Money,2014-09-04,2014-09-04,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
675,780,鹏华医疗,鹏华基金管理有限公司,金笑非 郎超 ,Stock,2014-09-23,2014-09-23,0000-00-00,0000-00-00,20.0％×中债-总指数+80.0％×中证医药卫生指数
676,781,国投岁增利A,国投瑞银基金管理有限公司,宋璐 ,Bond,2018-11-13,2018-11-13,0000-00-00,0000-00-00,100.0％×中债-综合指数
677,782,国投岁增利C,国投瑞银基金管理有限公司,宋璐 ,Bond,2018-11-13,2018-11-13,0000-00-00,0000-00-00,100.0％×中债-综合指数
678,783,博时月月盈A,博时基金管理有限公司,黄海峰 ,Bond,2014-09-22,2014-09-22,0000-00-00,0000-00-00,100.0％×上海银行间同业拆放利率(Shibor)-1个月
679,784,博时月月盈R,博时基金管理有限公司,黄海峰 ,Bond,2014-09-22,2014-09-22,0000-00-00,0000-00-00,100.0％×上海银行间同业拆放利率(Shibor)-1个月
680,785,华融货币A,华融证券股份有限公司,桑劲乔 ,Money,2014-09-16,2014-09-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
681,786,华融货币B,华融证券股份有限公司,桑劲乔 ,Money,2014-09-16,2014-09-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
682,787,华融货币C,华融证券股份有限公司,桑劲乔 ,Money,2014-09-16,2014-09-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
683,788,前海成长,前海开源基金管理有限公司,王霞 ,Hybrid,2014-09-29,2014-09-29,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中证全债指数
684,789,易方达龙宝A,易方达基金管理有限公司,梁莹 石大怿 ,Money,2014-09-12,2014-09-12,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
685,790,易方达龙宝B,易方达基金管理有限公司,梁莹 石大怿 ,Money,2014-09-12,2014-09-12,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
686,791,银华双月债A,银华基金管理股份有限公司,李晓彬 王树丽 ,Bond,2014-09-05,2014-09-05,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
687,792,招商定期宝,招商基金管理有限公司,许强 ,Bond,2017-06-16,2017-06-16,0000-00-00,0000-00-00,100.0％×六个月定期存款利率(税后)的1.1倍
688,793,工银高端制造,工银瑞信基金管理有限公司,黄安乐 ,Stock,2014-10-22,2014-10-22,0000-00-00,0000-00-00,15.0％×中债-综合指数+85.0％×中证中游制造产业指数
689,794,宝盈睿丰A/B,宝盈基金管理有限公司,杨思亮 朱建明 ,Hybrid,2014-09-26,2014-09-26,0000-00-00,0000-00-00,65.0％×沪深300指数+35.0％×中债-综合指数-全价指数
690,796,宝盈睿丰C,宝盈基金管理有限公司,杨思亮 朱建明 ,Hybrid,2014-09-26,2014-09-26,0000-00-00,0000-00-00,65.0％×沪深300指数+35.0％×中债-综合指数-全价指数
691,797,方正金小宝,方正富邦基金管理有限公司,程同朦 ,Money,2014-09-24,2014-09-24,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
692,798,民生季度理财,民生加银基金管理有限公司,李文君 杨林耘 ,Bond,2018-09-26,2018-09-26,0000-00-00,0000-00-00,100.0％×同期三个月银行定期存款利率(税后)
693,799,民生家盈,民生加银基金管理有限公司,李文君 杨林耘 ,Bond,2018-08-13,2018-08-13,0000-00-00,0000-00-00,100.0％×六个月定期存款利率(税后)加1%
694,800,华商未来,华商基金管理有限公司,翟金林 ,Hybrid,2014-10-14,2014-10-14,0000-00-00,0000-00-00,25.0％×上海证券交易所国债指数+75.0％×沪深300指数
695,801,中金纯债A,中金基金管理有限公司,石玉 ,Bond,2014-11-04,2014-11-04,0000-00-00,0000-00-00,100.0％×中证全债指数
696,802,中金纯债C,中金基金管理有限公司,石玉 ,Bond,2014-11-04,2014-11-04,0000-00-00,0000-00-00,100.0％×中证全债指数
697,803,工银研究,工银瑞信基金管理有限公司,宋炳珅 ,Stock,2014-10-23,2014-10-23,0000-00-00,0000-00-00,85.0％×中证800指数+15.0％×中债-综合指数
698,804,中信建投稳利A,中信建投基金管理有限公司,周户 ,Hybrid,2018-10-18,2018-10-18,0000-00-00,0000-00-00,80.0％×中债-总指数+20.0％×沪深300指数
699,805,中银新经济,中银基金管理有限公司,陈军 王睿 ,Hybrid,2014-09-30,2014-09-30,0000-00-00,0000-00-00,60.0％×沪深300指数+40.0％×中债-综合指数
700,806,信诚3月债A,中信保诚基金管理有限公司,,Bond,2014-10-22,2014-10-22,2015-10-29,2015-12-21,
701,807,信诚3月债B,中信保诚基金管理有限公司,,Bond,2014-10-22,2014-10-22,2015-10-29,2015-12-21,
702,808,招商1月债A,招商基金管理有限公司,向霈 ,Bond,2014-09-25,2014-09-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
703,809,招商1月债B,招商基金管理有限公司,向霈 ,Bond,2014-09-25,2014-09-25,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
704,810,富国收益A,富国基金管理有限公司,俞晓斌 张明凯 ,Bond,2014-10-28,2014-10-28,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
705,812,富国收益C,富国基金管理有限公司,俞晓斌 张明凯 ,Bond,2014-10-28,2014-10-28,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)加0.5%
706,813,鑫元合享,鑫元基金管理有限公司,,Bond,2014-10-15,2014-10-15,2018-11-13,2018-11-13,100.0％×两年定期存款利率(税后)加1%
707,814,鑫元合享C,鑫元基金管理有限公司,王海燕 郑文旭 ,Bond,2018-11-13,2018-11-13,0000-00-00,0000-00-00,100.0％×两年定期存款利率(税后)
708,815,鑫元合享A,鑫元基金管理有限公司,王海燕 郑文旭 ,Bond,2018-11-13,2018-11-13,0000-00-00,0000-00-00,100.0％×两年定期存款利率(税后)
709,816,南方理财金A,南方基金管理股份有限公司,蔡奕奕 ,Money,2014-12-05,2014-12-05,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
710,817,中银安心,中银基金管理有限公司,白洁 周毅 ,Bond,2014-10-24,2014-10-24,0000-00-00,0000-00-00,100.0％×一年定期存款利率(税后)的1.5倍
711,818,诺安天天宝C,诺安基金管理有限公司,谢志华 周建树 ,Money,2014-09-24,2014-09-24,0000-00-00,0000-00-00,100.0％×活期存款利率(税后)
712,819,新华30债,新华基金管理股份有限公司,,Bond,2014-09-26,2014-09-26,2016-04-25,2016-04-25,100.0％×七天通知存款利率(税后)
713,820,华安高分红A,华安基金管理有限公司,,Stock,2014-11-14,2014-11-14,2015-12-08,2015-12-08,5.0％×同业存款利息率+95.0％×中证高分红指数
714,821,华安高分红C,华安基金管理有限公司,,Stock,2014-11-14,2014-11-14,2015-12-08,2015-12-08,5.0％×同业存款利息率+95.0％×中证高分红指数
715,822,东海美丽中国,东海基金管理有限责任公司,胡德军 ,Hybrid,2014-11-14,2014-11-14,0000-00-00,0000-00-00,50.0％×上海证券交易所国债指数+50.0％×沪深300指数
716,823,银华高端,银华基金管理股份有限公司,薄官辉 ,Hybrid,2014-11-13,2014-11-13,0000-00-00,0000-00-00,50.0％×中证全债指数+50.0％×申银万国制造业指数
717,824,圆信双红利A,圆信永丰基金管理有限公司,范妍 李明阳 ,Hybrid,2014-11-19,2014-11-19,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中债-综合指数
718,825,圆信双红利C,圆信永丰基金管理有限公司,范妍 李明阳 ,Hybrid,2014-11-19,2014-11-19,0000-00-00,0000-00-00,70.0％×沪深300指数+30.0％×中债-综合指数
719,826,广发百发100A,广发基金管理有限公司,季峰 ,Stock,2014-10-30,2014-10-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证百度百发策略100指数
720,827,广发百发100E,广发基金管理有限公司,季峰 ,Stock,2014-10-30,2014-10-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证百度百发策略100指数
721,828,泰达机遇,泰达宏利基金管理有限公司,王鹏 ,Stock,2014-11-18,2014-11-18,0000-00-00,0000-00-00,85.0％×中证800指数+15.0％×中证综合债券指数
722,829,易方达天天发A,易方达基金管理有限公司,石大怿 ,Money,2017-02-16,2017-02-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
723,830,易方达天天发B,易方达基金管理有限公司,石大怿 ,Money,2017-02-16,2017-02-16,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
724,831,工银医疗,工银瑞信基金管理有限公司,谭冬寒 赵蓓 ,Stock,2014-11-18,2014-11-18,0000-00-00,0000-00-00,15.0％×中债-综合指数+85.0％×中证医药卫生指数
725,832,天弘货币C,天弘基金管理有限公司,李晨 王登峰 ,Money,2014-10-15,2014-10-15,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后)
