,abbreviation,code,name,name_en,type
6952,GTRYXSLHHLOF,161224,国投瑞银新丝路混合(LOF),GUOTOURUIYINXINSILUHUNHELOF,混合型
6953,GTRYRYHHLOF,161225,国投瑞银瑞盈混合(LOF),GUOTOURUIYINRUIYINGHUNHELOF,混合型
6954,GTRYBYQHLOF,161226,国投瑞银白银期货(LOF),GUOTOURUIYINBAIYINQIHUOLOF,混合型
6955,GTRYSZ100ZS,161227,国投瑞银深证100指数,GUOTOURUIYINSHENZHENG100ZHISHU,股票指数
6956,GTRYSZ100ZS,161228,国投瑞银深证100指数(后端),GUOTOURUIYINSHENZHENG100ZHISHU,股票指数
6957,GTRYZGJZFXGP,161229,国投瑞银中国价值发现股票,GUOTOURUIYINZHONGGUOJIAZHIFAXIANGUPIAO,QDII
6958,GTRYRSHHLOF,161232,国投瑞银瑞盛混合(LOF),GUOTOURUIYINRUISHENGHUNHELOF,混合型
6959,GTRYRTDCLHH,161233,国投瑞银瑞泰多策略混合,GUOTOURUIYINRUITAIDUOCELUEHUNHE,混合型
6960,YHTLZQLOFA,161505,银河通利债券(LOF)A,YINHETONGLIZHAIQUANLOFA,债券型
6961,YHTLZQLOFC,161506,银河通利债券(LOF)C,YINHETONGLIZHAIQUANLOFC,债券型
6962,RTXLCHH,161601,融通新蓝筹混合,RONGTONGXINLANCHOUHUNHE,混合型
6963,RTXLCHH,161602,融通新蓝筹混合(后端),RONGTONGXINLANCHOUHUNHE,混合型
6964,RTZQAB,161603,融通债券A/B,RONGTONGZHAIQUANAB,债券型
6965,RTSZ100ZSA,161604,融通深证100指数A,RONGTONGSHENZHENG100ZHISHUA,股票指数
6966,RTLCCZHH,161605,融通蓝筹成长混合,RONGTONGLANCHOUCHENGZHANGHUNHE,混合型
6967,RTHYJQHH,161606,融通行业景气混合,RONGTONGHANGYEJINGQIHUNHE,混合型
6968,RTJC100ZSALOF,161607,融通巨潮100指数A(LOF),RONGTONGJUCHAO100ZHISHUALOF,股票指数
6969,RTYZFHBA,161608,融通易支付货币A,RONGTONGYIZHIFUHUOBIA,货币型
6970,RTDLXFHH,161609,融通动力先锋混合,RONGTONGDONGLIXIANFENGHUNHE,混合型
6971,RTLXCZHHLOF,161610,融通领先成长混合(LOF),RONGTONGLINGXIANCHENGZHANGHUNHELOF,混合型
6972,RTNXQDHH,161611,融通内需驱动混合,RONGTONGNEIXUQUDONGHUNHE,混合型
6973,RTSZCFZSA,161612,融通深证成份指数A,RONGTONGSHENZHENGCHENGFENZHISHUA,股票指数
6974,RTCYBZSA,161613,融通创业板指数A,RONGTONGCHUANGYEBANZHISHUA,股票指数
6975,RTSJTLZQLOF,161614,融通四季添利债券(LOF),RONGTONGSIJITIANLIZHAIQUANLOF,债券型
6976,RTYZFHBB,161615,融通易支付货币B,RONGTONGYIZHIFUHUOBIB,货币型
6977,RTYLBJHYHH,161616,融通医疗保健行业混合,RONGTONGYILIAOBAOJIANHANGYEHUNHE,混合型
6978,RTYLBJHYHH,161617,融通医疗保健行业混合(后端),RONGTONGYILIAOBAOJIANHANGYEHUNHE,混合型
6979,RTSSTLDKZA,161618,融通岁岁添利定开债A,RONGTONGSUISUITIANLIDINGKAIZHAIA,定开债券
6980,RTSSTLDKZB,161619,融通岁岁添利定开债B,RONGTONGSUISUITIANLIDINGKAIZHAIB,定开债券
6981,RTHXJZHH,161620,融通核心价值混合,RONGTONGHEXINJIAZHIHUNHE,QDII
6982,RTHCBHBA,161622,融通汇财宝货币A,RONGTONGHUICAIBAOHUOBIA,货币型
6983,RTHCBHBB,161623,融通汇财宝货币B,RONGTONGHUICAIBAOHUOBIB,货币型
6984,RTKZZZQA,161624,融通可转债债券A,RONGTONGKEZHUANZHAIZHAIQUANA,债券型
6985,RTKZZZQC,161625,融通可转债债券C,RONGTONGKEZHUANZHAIZHAIQUANC,债券型
6986,RTTFZQLOFA,161626,融通通福债券(LOF)A,RONGTONGTONGFUZHAIQUANLOFA,债券型
6987,RTTFZQLOFC,161627,融通通福债券(LOF)C,RONGTONGTONGFUZHAIQUANLOFC,债券型
6988,RTJGFJ,161628,融通军工分级,RONGTONGJUNGONGFENJI,股票指数
6989,RTZQFJ,161629,融通证券分级,RONGTONGZHENGQUANFENJI,股票指数
6990,RTRGZNZSLOF,161631,融通人工智能指数(LOF),RONGTONGRENGONGZHINENGZHISHULOF,股票指数
6991,RTZQAB,161653,融通债券A/B(后端),RONGTONGZHAIQUANAB,债券型
6992,RTSZ100ZSA,161654,融通深证100指数A(后端),RONGTONGSHENZHENG100ZHISHUA,股票指数
6993,RTLCCZHH,161655,融通蓝筹成长混合(后端),RONGTONGLANCHOUCHENGZHANGHUNHE,混合型
6994,RTHYJQHH,161656,融通行业景气混合(后端),RONGTONGHANGYEJINGQIHUNHE,混合型
6995,RTJC100ZSALOF,161657,融通巨潮100指数A(LOF)(后端),RONGTONGJUCHAO100ZHISHUALOF,股票指数
6996,RTDLXFHH,161659,融通动力先锋混合(后端),RONGTONGDONGLIXIANFENGHUNHE,混合型
6997,RTLXCZHHLOF,161660,融通领先成长混合(LOF)(后端),RONGTONGLINGXIANCHENGZHANGHUNHELOF,混合型
6998,RTNXQDHH,161661,融通内需驱动混合(后端),RONGTONGNEIXUQUDONGHUNHE,混合型
6999,RTSZCFZSA,161662,融通深证成份指数A(后端),RONGTONGSHENZHENGCHENGFENZHISHUA,股票指数
7000,RTCYBZSA,161663,融通创业板指数A(后端),RONGTONGCHUANGYEBANZHISHUA,股票指数
7001,RTZQC,161693,融通债券C,RONGTONGZHAIQUANC,债券型
7002,ZSYZCZHHLOF,161706,招商优质成长混合(LOF),ZHAOSHANGYOUZHICHENGZHANGHUNHELOF,混合型
7003,ZSYZCZHHLOF,161707,招商优质成长混合(LOF)(后端),ZHAOSHANGYOUZHICHENGZHANGHUNHELOF,混合型
7004,ZSXYTLZQLOF,161713,招商信用添利债券(LOF),ZHAOSHANGXINYONGTIANLIZHAIQUANLOF,债券型
7005,ZSBPJZSGZS,161714,招商标普金砖四国指数,ZHAOSHANGBIAOPUJINZHUANSIGUOZHISHU,QDII-指数
7006,ZSDZSPLOF,161715,招商大宗商品(LOF),ZHAOSHANGDAZONGSHANGPINLOF,股票指数
7007,ZSSZZQZQLOFC,161716,招商双债增强债券(LOF)C,ZHAOSHANGSHUANGZHAIZENGQIANGZHAIQUANLOFC,债券型
7008,ZSHS300GBTZSFJ,161718,招商沪深300高贝塔指数分级,ZHAOSHANGHUSHEN300GAOBEITAZHISHUFENJI,股票指数
7009,ZSKZZFJZQ,161719,招商可转债分级债券,ZHAOSHANGKEZHUANZHAIFENJIZHAIQUAN,债券型
7010,ZSZZQZZQGSZSFJ,161720,招商中证全指证券公司指数分级,ZHAOSHANGZHONGZHENGQUANZHIZHENGQUANGONGSIZHISHUFENJI,股票指数
7011,ZSHS300DCDQZFJ,161721,招商沪深300地产等权重分级,ZHAOSHANGHUSHEN300DICHANDENGQUANZHONGFENJI,股票指数
7012,ZSFTHHLOF,161722,招商丰泰混合(LOF),ZHAOSHANGFENGTAIHUNHELOF,混合型
7013,ZSZZYHZSFJ,161723,招商中证银行指数分级,ZHAOSHANGZHONGZHENGYINHANGZHISHUFENJI,股票指数
7014,ZSZZMTDQZSFJ,161724,招商中证煤炭等权指数分级,ZHAOSHANGZHONGZHENGMEITANDENGQUANZHISHUFENJI,股票指数
7015,ZSZZBJZSFJ,161725,招商中证白酒指数分级,ZHAOSHANGZHONGZHENGBAIJIUZHISHUFENJI,股票指数
7016,ZSGZSWYYZSFJ,161726,招商国证生物医药指数分级,ZHAOSHANGGUOZHENGSHENGWUYIYAOZHISHUFENJI,股票指数
7017,ZSZRHHLOF,161727,招商增荣混合(LOF),ZHAOSHANGZENGRONGHUNHELOF,混合型
7018,ZSZLPSLOF,161728,招商战略配售(LOF),ZHAOSHANGZHANLUEPEISHOULOF,混合型
7019,ZS3NFBRLHH,161729,招商3年封闭瑞利混合,ZHAOSHANG3NIANFENGBIRUILIHUNHE,混合型
7020,YHNXJXHHLOF,161810,银华内需精选混合(LOF),YINHUANEIXUJINGXUANHUNHELOF,混合型
7021,YHHS300ZSFJ,161811,银华沪深300指数分级,YINHUAHUSHEN300ZHISHUFENJI,股票指数
7022,YHSZ100ZSFJ,161812,银华深证100指数分级,YINHUASHENZHENG100ZHISHUFENJI,股票指数
7023,YHKTZZT,161815,银华抗通胀主题,YINHUAKANGTONGZHANGZHUTI,QDII
7024,YHZZDQ90ZSFJ,161816,银华中证等权90指数分级,YINHUAZHONGZHENGDENGQUAN90ZHISHUFENJI,股票指数
7025,YHXFFJHH,161818,银华消费分级混合,YINHUAXIAOFEIFENJIHUNHE,混合型
7026,YHZZNDZYZSFJ,161819,银华中证内地资源指数分级,YINHUAZHONGZHENGNEIDIZIYUANZHISHUFENJI,股票指数
7027,YHCZXYZQLOF,161820,银华纯债信用债券(LOF),YINHUACHUNZHAIXINYONGZHAIQUANLOF,债券型
7028,YHYXCZZQLOFA,161823,银华永兴纯债债券(LOF)A,YINHUAYONGXINGCHUNZHAIZHAIQUANLOFA,债券型
7029,YHYXCZZQLOFC,161824,银华永兴纯债债券(LOF)C,YINHUAYONGXINGCHUNZHAIZHAIQUANLOFC,债券型
7030,YHZZ800FJ,161825,银华中证800分级,YINHUAZHONGZHENG800FENJI,股票指数
7031,YHZZZZZSZQFJ,161826,银华中证转债指数增强分级,YINHUAZHONGZHENGZHUANZHAIZHISHUZENGQIANGFENJI,债券指数
7032,YHHSGQZSFJ,161831,银华恒生国企指数分级,YINHUAHENGSHENGGUOQIZHISHUFENJI,QDII-指数
7033,YHXRLHPZHHLOF,161834,银华鑫锐灵活配置混合(LOF),YINHUAXINRUILINGHUOPEIZHIHUNHELOF,混合型
7034,YHHFDKHH,161835,银华惠丰定开混合,YINHUAHUIFENGDINGKAIHUNHE,混合型
7035,WJZQSYZQ,161902,万家增强收益债券,WANJIAZENGQIANGSHOUYIZHAIQUAN,债券型
7036,WJHYYXHHLOF,161903,万家行业优选混合(LOF),WANJIAHANGYEYOUXUANHUNHELOF,混合型
7037,WJZZHLZSLOF,161907,万家中证红利指数(LOF),WANJIAZHONGZHENGHONGLIZHISHULOF,股票指数
7038,WJTLZQLOF,161908,万家添利债券(LOF),WANJIATIANLIZHAIQUANLOF,债券型
7039,WJXJYJZQDA,161910,万家新机遇价值驱动A,WANJIAXINJIYUJIAZHIQUDONGA,混合型
7040,WJQHSYDKZ,161911,万家强化收益定开债,WANJIAQIANGHUASHOUYIDINGKAIZHAI,定开债券
7041,WJSHZR18GYDKA,161912,万家社会责任18个月定开A,WANJIASHEHUIZEREN18GEYUEDINGKAIA,混合型
7042,WJSHZR18GYDKC,161913,万家社会责任18个月定开C,WANJIASHEHUIZEREN18GEYUEDINGKAIC,混合型
7043,CCJFHHLOF,162006,长城久富混合(LOF),CHANGCHENGJIUFUHUNHELOF,混合型
7044,JYZXPJXHH,162102,金鹰中小盘精选混合,JINYINGZHONGXIAOPANJINGXUANHUNHE,混合型
7045,JYCJZLZQLOFC,162105,金鹰持久增利债券(LOF)C,JINYINGCHIJIUZENGLIZHAIQUANLOFC,债券型
7046,JYLHJXGPLOF,162107,金鹰量化精选股票(LOF),JINYINGLIANGHUAJINGXUANGUPIAOLOF,股票型
7047,JYYSZQXFQSC,162108,金鹰元盛债券型发起式C,JINYINGYUANSHENGZHAIQUANXINGFAQISHIC,债券型
7048,TDHLCZHH,162201,泰达宏利成长混合,TAIDAHONGLICHENGZHANGHUNHE,混合型
7049,TDHLZQHH,162202,泰达宏利周期混合,TAIDAHONGLIZHOUQIHUNHE,混合型
7050,TDHLWDHH,162203,泰达宏利稳定混合,TAIDAHONGLIWENDINGHUNHE,混合型
7051,TDHLHYHH,162204,泰达宏利行业混合,TAIDAHONGLIHANGYEHUNHE,混合型
7052,TDHLFXYSHH,162205,泰达宏利风险预算混合,TAIDAHONGLIFENGXIANYUSUANHUNHE,混合型
7053,TDHLHBA,162206,泰达宏利货币A,TAIDAHONGLIHUOBIA,货币型
7054,TDHLXLYXHH,162207,泰达宏利效率优选混合,TAIDAHONGLIXIAOLVYOUXUANHUNHE,混合型
7055,TDHLSXQYGP,162208,泰达宏利首选企业股票,TAIDAHONGLISHOUXUANQIYEGUPIAO,股票型
7056,TDHLSZYXHH,162209,泰达宏利市值优选混合,TAIDAHONGLISHIZHIYOUXUANHUNHE,混合型
7057,TDHLJLZQA,162210,泰达宏利集利债券A,TAIDAHONGLIJILIZHAIQUANA,债券型
7058,TDHLPZSHHH,162211,泰达宏利品质生活混合,TAIDAHONGLIPINZHISHENGHUOHUNHE,混合型
7059,TDHLHLXFHH,162212,泰达宏利红利先锋混合,TAIDAHONGLIHONGLIXIANFENGHUNHE,混合型
7060,TDHLHS300ZSZQA,162213,泰达宏利沪深300指数增强A,TAIDAHONGLIHUSHEN300ZHISHUZENGQIANGA,股票指数
7061,TDHLLXZXPHH,162214,泰达宏利领先中小盘混合,TAIDAHONGLILINGXIANZHONGXIAOPANHUNHE,混合型
7062,TDHLJLZQLOF,162215,泰达宏利聚利债券(LOF),TAIDAHONGLIJULIZHAIQUANLOF,债券型
7063,TDHL500ZSFJ,162216,泰达宏利500指数分级,TAIDAHONGLI500ZHISHUFENJI,股票指数
7064,TDHLJLZQC,162299,泰达宏利集利债券C,TAIDAHONGLIJILIZHAIQUANC,债券型
7065,HFTZZ100ZS,162307,海富通中证100指数,HAIFUTONGZHONGZHENG100ZHISHU,股票指数
7066,HBBPYQSYGP,162411,华宝标普油气上游股票,HUABAOBIAOPUYOUQISHANGYOUGUPIAO,QDII-指数
7067,HBZZYLZSFJ,162412,华宝中证医疗指数分级,HUABAOZHONGZHENGYILIAOZHISHUFENJI,股票指数
7068,HBZZ1000ZSFJ,162413,华宝中证1000指数分级,HUABAOZHONGZHENG1000ZHISHUFENJI,股票指数
7069,HBXJYHHLOFA,162414,华宝新机遇混合(LOF)A,HUABAOXINJIYUHUNHELOFA,混合型
7070,HBBPMGXFRMB,162415,华宝标普美国消费人民币,HUABAOBIAOPUMEIGUOXIAOFEIRENMINBI,QDII-指数
7071,HBGGTHSXG35,162416,华宝港股通恒生香港35,HUABAOGANGGUTONGHENGSHENGXIANGGANG35,股票指数
7072,GLASXZZ100ZS,162509,国联安双禧中证100指数,GUOLIANANSHUANGXIZHONGZHENG100ZHISHU,股票指数
7073,GLASLZXBZZ,162510,国联安双力中小板综指,GUOLIANANSHUANGLIZHONGXIAOBANZONGZHI,股票指数
7074,GLASJXYZQLOF,162511,国联安双佳信用债券(LOF),GUOLIANANSHUANGJIAXINYONGZHAIQUANLOF,债券型
7075,JSCCDYHHLOF,162605,景顺长城鼎益混合(LOF),JINGSHUNCHANGCHENGDINGYIHUNHELOF,混合型
7076,JSCCDYHHLOF,162606,景顺长城鼎益混合(LOF)(后端),JINGSHUNCHANGCHENGDINGYIHUNHELOF,混合型
7077,JSCCZYLDHH,162607,景顺长城资源垄断混合,JINGSHUNCHANGCHENGZIYUANLONGDUANHUNHE,混合型
7078,GFXPCZHHLOF,162703,广发小盘成长混合(LOF),GUANGFAXIAOPANCHENGZHANGHUNHELOF,混合型
7079,GFZZ500ETFLJA,162711,广发中证500ETF联接A,GUANGFAZHONGZHENG500ETFLIANJIEA,联接基金
7080,GFJLZQLOFA,162712,广发聚利债券(LOF)A,GUANGFAJULIZHAIQUANLOFA,债券型
7081,GFZZ500ETFLJA,162713,广发中证500ETF联接A(后端),GUANGFAZHONGZHENG500ETFLIANJIEA,联接基金
7082,GFSZ100ZSFJ,162714,广发深证100指数分级,GUANGFASHENZHENG100ZHISHUFENJI,股票指数
7083,GFJYZQLOFA,162715,广发聚源债券(LOF)A,GUANGFAJUYUANZHAIQUANLOFA,债券型
7084,GFJYZQLOFC,162716,广发聚源债券(LOF)C,GUANGFAJUYUANZHAIQUANLOFC,债券型
7085,GFZRZZT,162717,广发再融资主题,GUANGFAZAIRONGZIZHUTI,混合型
7086,GFXRHHLOF,162718,广发鑫瑞混合(LOF),GUANGFAXINRUIHUNHELOF,混合型
7087,GFDQSSYZSRMBA,162719,广发道琼斯石油指数人民币A,GUANGFADAOQIONGSISHIYOUZHISHURENMINBIA,QDII-指数
7088,TXJBM400ZSFJ,162907,泰信基本面400指数分级,TAIXINJIBENMIAN400ZHISHUFENJI,股票指数
7089,CXYLBJHHLOF,163001,长信医疗保健混合(LOF),CHANGXINYILIAOBAOJIANHUNHELOF,混合型
7090,CXLXZQLOFC,163003,长信利鑫债券(LOF)C,CHANGXINLIXINZHAIQUANLOFC,债券型
7091,CXLZZQLOFC,163005,长信利众债券(LOF)C,CHANGXINLIZHONGZHAIQUANLOFC,债券型
7092,CXLZZQLOFA,163007,长信利众债券(LOF)A,CHANGXINLIZHONGZHAIQUANLOFA,债券型
7093,CXLXZQLOFA,163008,长信利鑫债券(LOF)A,CHANGXINLIXINZHAIQUANLOFA,债券型
7094,SWLXSZCZFJ,163109,申万菱信深证成指分级,SHENWANLINGXINSHENZHENGCHENGZHIFENJI,股票指数
7095,SWLXLHXPGP,163110,申万菱信量化小盘股票,SHENWANLINGXINLIANGHUAXIAOPANGUPIAO,股票型
7096,SWLXZXBZS,163111,申万菱信中小板指数,SHENWANLINGXINZHONGXIAOBANZHISHU,股票指数
7097,SWLXSWZQFJ,163113,申万菱信申万证券分级,SHENWANLINGXINSHENWANZHENGQUANFENJI,股票指数
7098,SWLXZZHBCYZSFJ,163114,申万菱信中证环保产业指数分级,SHENWANLINGXINZHONGZHENGHUANBAOCHANYEZHISHUFENJI,股票指数
7099,SWLXZZJGZSFJ,163115,申万菱信中证军工指数分级,SHENWANLINGXINZHONGZHENGJUNGONGZHISHUFENJI,股票指数
7100,SWLXSWDZFJ,163116,申万菱信申万电子分级,SHENWANLINGXINSHENWANDIANZIFENJI,股票指数
7101,SWLXSWYYSWFJ,163118,申万菱信申万医药生物分级,SHENWANLINGXINSHENWANYIYAOSHENGWUFENJI,股票指数
7102,SWZZSWXXJKCYZS,163119,申万中证申万新兴健康产业指数,SHENWANZHONGZHENGSHENWANXINXINGJIANKANGCHANYEZHISHU,股票指数
7103,NAYQNY,163208,诺安油气能源,NUOANYOUQINENGYUAN,QDII
7104,NACYBZSZQLOF,163209,诺安创业板指数增强(LOF),NUOANCHUANGYEBANZHISHUZENGQIANGLOF,股票指数
7105,NACZDKZA,163210,诺安纯债定开债A,NUOANCHUNZHAIDINGKAIZHAIA,定开债券
7106,NACZDKZC,163211,诺安纯债定开债C,NUOANCHUNZHAIDINGKAIZHAIC,定开债券
7107,DMZYYXHHLOF,163302,大摩资源优选混合(LOF),DAMOZIYUANYOUXUANHUNHELOF,混合型
7108,XQQSTZHHLOF,163402,兴全趋势投资混合(LOF),XINGQUANQUSHITOUZIHUNHELOF,混合型
7109,XQQSTZHHLOF,163403,兴全趋势投资混合(LOF)(后端),XINGQUANQUSHITOUZIHUNHELOF,混合型
7110,XQHRFJHH,163406,兴全合润分级混合,XINGQUANHERUNFENJIHUNHE,混合型
7111,XQHS300ZSLOFA,163407,兴全沪深300指数(LOF)A,XINGQUANHUSHEN300ZHISHULOFA,股票指数
7112,XQHS300ZSLOFA,163408,兴全沪深300指数(LOF)A(后端),XINGQUANHUSHEN300ZHISHULOFA,股票指数
7113,XQLSTZHHLOF,163409,兴全绿色投资混合(LOF),XINGQUANLVSETOUZIHUNHELOF,混合型
7114,XQLSTZHHLOF,163410,兴全绿色投资混合(LOF)(后端),XINGQUANLVSETOUZIHUNHELOF,混合型
7115,XQJXHH,163411,兴全精选混合,XINGQUANJINGXUANHUNHE,混合型
7116,XQQZCHHLOF,163412,兴全轻资产混合(LOF),XINGQUANQINGZICHANHUNHELOF,混合型
7117,XQQZCHHLOF,163413,兴全轻资产混合(LOF)(后端),XINGQUANQINGZICHANHUNHELOF,混合型
7118,XQSYMSYXHH,163415,兴全商业模式优选混合,XINGQUANSHANGYEMOSHIYOUXUANHUNHE,混合型
7119,XQSYMSYXHH,163416,兴全商业模式优选混合(后端),XINGQUANSHANGYEMOSHIYOUXUANHUNHE,混合型
7120,XQHYHHA,163417,兴全合宜混合A,XINGQUANHEYIHUNHEA,混合型
7121,TZHXCZHHLOF,163503,天治核心成长混合(LOF),TIANZHIHEXINCHENGZHANGHUNHELOF,混合型
7122,ZYZGHHLOF,163801,中银中国混合(LOF),ZHONGYINZHONGGUOHUNHELOF,混合型
7123,ZYHBA,163802,中银货币A,ZHONGYINHUOBIA,货币型
7124,ZYCXZZHHA,163803,中银持续增长混合A,ZHONGYINCHIXUZENGZHANGHUNHEA,混合型
7125,ZYSYHHA,163804,中银收益混合A,ZHONGYINSHOUYIHUNHEA,混合型
7126,ZYCLHH,163805,中银策略混合,ZHONGYINCELUEHUNHE,混合型
7127,ZYZLZQ,163806,中银增利债券,ZHONGYINZENGLIZHAIQUAN,债券型
7128,ZYYXHH,163807,中银优选混合,ZHONGYINYOUXUANHUNHE,混合型
7129,ZYZZ100ZSZQ,163808,中银中证100指数增强,ZHONGYINZHONGZHENG100ZHISHUZENGQIANG,股票指数
7130,ZYLCHH,163809,中银蓝筹混合,ZHONGYINLANCHOUHUNHE,混合型
7131,ZYJZHH,163810,中银价值混合,ZHONGYINJIAZHIHUNHE,混合型
7132,ZYSLZQA,163811,中银双利债券A,ZHONGYINSHUANGLIZHAIQUANA,债券型
7133,ZYSLZQB,163812,中银双利债券B,ZHONGYINSHUANGLIZHAIQUANB,债券型
7134,ZYQQCL,163813,中银全球策略,ZHONGYINQUANQIUCELUE,QDII
7135,ZYZZZQZQA,163816,中银转债增强债券A,ZHONGYINZHUANZHAIZENGQIANGZHAIQUANA,债券型
7136,ZYZZZQZQB,163817,中银转债增强债券B,ZHONGYINZHUANZHAIZENGQIANGZHAIQUANB,债券型
7137,ZYZXPCZHH,163818,中银中小盘成长混合,ZHONGYINZHONGXIAOPANCHENGZHANGHUNHE,混合型
7138,ZYXYZLZQLOF,163819,中银信用增利债券(LOF),ZHONGYINXINYONGZENGLIZHAIQUANLOF,债券型
7139,ZYHBB,163820,中银货币B,ZHONGYINHUOBIB,货币型
7140,ZYHS300DQZZS,163821,中银沪深300等权重指数,ZHONGYINHUSHEN300DENGQUANZHONGZHISHU,股票指数
7141,ZYZTCLHH,163822,中银主题策略混合,ZHONGYINZHUTICELUEHUNHE,混合型
7142,ZYWJCLHH,163823,中银稳健策略混合,ZHONGYINWENJIANCELUEHUNHE,混合型
7143,ZYSLDKZLOF,163824,中银盛利定开债(LOF),ZHONGYINSHENGLIDINGKAIZHAILOF,定开债券
7144,ZYHLBNDKZ,163825,中银互利半年定开债,ZHONGYINHULIBANNIANDINGKAIZHAI,定开债券
7145,ZYCYZDKZ,163827,中银产业债定开债,ZHONGYINCHANYEZHAIDINGKAIZHAI,定开债券
7146,ZHHYCZFQS,163907,中海惠裕纯债发起式,ZHONGHAIHUIYUCHUNZHAIFAQISHI,债券型
7147,HFQHHBZQLOF,164105,华富强化回报债券(LOF),HUAFUQIANGHUAHUIBAOZHAIQUANLOF,债券型
7148,THWHXXCY,164205,天弘文化新兴产业,TIANHONGWENHUAXINXINGCHANYE,股票型
7149,THTLZQLOF,164206,天弘添利债券(LOF),TIANHONGTIANLIZHAIQUANLOF,债券型
7150,THFLZQLOF,164208,天弘丰利债券(LOF),TIANHONGFENGLIZHAIQUANLOF,债券型
7151,THTLZQLOF,164210,天弘同利债券(LOF),TIANHONGTONGLIZHAIQUANLOF,债券型
7152,XHZZHBCYZSFJ,164304,新华中证环保产业指数分级,XINHUAZHONGZHENGHUANBAOCHANYEZHISHUFENJI,股票指数
7153,QHKYJKFJ,164401,前海开源健康分级,QIANHAIKAIYUANJIANKANGFENJI,股票指数
7154,QHKYZHJG,164402,前海开源中航军工,QIANHAIKAIYUANZHONGHANGJUNGONG,股票指数
7155,QHKYHGSNYHH,164403,前海开源沪港深农业混合,QIANHAIKAIYUANHUGANGSHENNONGYEHUNHE,混合型
7156,GFZZ100ZSZQFJ,164508,国富中证100指数增强分级,GUOFUZHONGZHENG100ZHISHUZENGQIANGFENJI,股票指数
7157,GFHLZQLOFA,164509,国富恒利债券(LOF)A,GUOFUHENGLIZHAIQUANLOFA,债券型
7158,GFHLZQLOFC,164510,国富恒利债券(LOF)C,GUOFUHENGLIZHAIQUANLOFC,债券型
7159,HTBRXYZLZ,164606,华泰柏瑞信用增利债,HUATAIBAIRUIXINYONGZENGLIZHAI,债券型
7160,HTFHJJGJS,164701,汇添富黄金及贵金属,HUITIANFUHUANGJINJIGUIJINSHU,QDII
7161,HTFJJHDKZ,164702,汇添富季季红定开债,HUITIANFUJIJIHONGDINGKAIZHAI,定开债券
7162,HTFCZZQLOF,164703,汇添富纯债债券(LOF),HUITIANFUCHUNZHAIZHAIQUANLOF,债券型
7163,HTFHSZSFJ,164705,汇添富恒生指数分级,HUITIANFUHENGSHENGZHISHUFENJI,QDII-指数
7164,GYSJSYZQLOF,164808,工银四季收益债券(LOF),GONGYINSIJISHOUYIZHAIQUANLOF,债券型
7165,GYZZ500ZS,164809,工银中证500指数,GONGYINZHONGZHENG500ZHISHU,股票指数
7166,GYCZDKZ,164810,工银纯债定开债,GONGYINCHUNZHAIDINGKAIZHAI,定开债券
7167,GYZZJJJXTFZZSA,164811,工银中证京津冀协同发展指数A,GONGYINZHONGZHENGJINGJINJIXIETONGFAZHANZHISHUA,股票指数
7168,GYSZZQZQ,164814,工银双债增强债券,GONGYINSHUANGZHAIZENGQIANGZHAIQUAN,债券型
7169,GYZZCMZSFJ,164818,工银中证传媒指数分级,GONGYINZHONGZHENGCHUANMEIZHISHUFENJI,股票指数
7170,GYZZHBCYZSFJ,164819,工银中证环保产业指数分级,GONGYINZHONGZHENGHUANBAOCHANYEZHISHUFENJI,股票指数
7171,GYZZGTCYZSFJ,164820,工银中证高铁产业指数分级,GONGYINZHONGZHENGGAOTIECHANYEZHISHUFENJI,股票指数
7172,GYZZXNYZSFJ,164821,工银中证新能源指数分级,GONGYINZHONGZHENGXINNENGYUANZHISHUFENJI,股票指数
7173,GYYDJJRMB,164824,工银印度基金人民币,GONGYINYINDUJIJINRENMINBI,QDII
7174,GYZZJJJXTFZZSC,164825,工银中证京津冀协同发展指数C,GONGYINZHONGZHENGJINGJINJIXIETONGFAZHANZHISHUC,股票指数
7175,JYXYTLZQLOF,164902,交银信用添利债券(LOF),JIAOYINXINYONGTIANLIZHAIQUANLOF,债券型
7176,JYXYTLZQLOF,164903,交银信用添利债券(LOF)(后端),JIAOYINXINYONGTIANLIZHAIQUANLOF,债券型
7177,JYGZXNYZSFJ,164905,交银国证新能源指数分级,JIAOYINGUOZHENGXINNENGYUANZHISHUFENJI,股票指数
7178,JYZZHWZGHLWZS,164906,交银中证海外中国互联网指数,JIAOYINZHONGZHENGHAIWAIZHONGGUOHULIANWANGZHISHU,QDII-指数
7179,JYZZHLWJRZSFJ,164907,交银中证互联网金融指数分级,JIAOYINZHONGZHENGHULIANWANGJINRONGZHISHUFENJI,股票指数
7180,JYZZHJZLLOF,164908,交银中证环境治理(LOF),JIAOYINZHONGZHENGHUANJINGZHILILOF,股票指数
7181,JXHS300ZSLOF,165309,建信沪深300指数(LOF),JIANXINHUSHEN300ZHISHULOF,股票指数
7182,JXSLFJGP,165310,建信双利分级股票,JIANXINSHUANGLIFENJIGUPIAO,股票型
7183,JXXYZQZQLOFA,165311,建信信用增强债券(LOF)A,JIANXINXINYONGZENGQIANGZHAIQUANLOFA,债券型
7184,JXYS50,165312,建信央视50,JIANXINYANGSHI50,股票指数
7185,JXYSDLHHLOF,165313,建信优势动力混合(LOF),JIANXINYOUSHIDONGLIHUNHELOF,混合型
